"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1020","Remove item from cart","","Thu Jul 17 12:20:00 GMT 2025","passed","Thu Jul 17 12:20:01 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","removeItemFromCart"
"","955","sortProductsByPriceAscending()","","Thu Jul 17 12:19:41 GMT 2025","passed","Thu Jul 17 12:19:42 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByPriceAscending"
"","928","Unsuccessful login with locked user","","Thu Jul 17 12:19:34 GMT 2025","passed","Thu Jul 17 12:19:34 GMT 2025","","com.automation.tests.smoke.SmokeLoginTests","com.automation.tests.smoke.SmokeLoginTests","unsuccessfulLoginWithLockedUser"
"","809","enteringSQLinjectionInUsername()","","Thu Jul 17 12:20:06 GMT 2025","passed","Thu Jul 17 12:20:07 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","enteringSQLinjectionInUsername"
"","896","Navigate to the cart page","","Thu Jul 17 12:19:59 GMT 2025","passed","Thu Jul 17 12:20:00 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","navigateToCartPage"
"","844","Unsuccessful login with non-existent user","","Thu Jul 17 12:19:51 GMT 2025","passed","Thu Jul 17 12:19:52 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithNonExistentUser"
"","836","loginWithSpacesInUsernameBeforeAndAfter()","","Thu Jul 17 12:20:04 GMT 2025","passed","Thu Jul 17 12:20:05 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","loginWithSpacesInUsernameBeforeAndAfter"
"","1152","checkoutFormValidation()","","Thu Jul 17 12:19:47 GMT 2025","passed","Thu Jul 17 12:19:48 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","checkoutFormValidation"
"Verify that removing one item updates the cart correctly","1141","removeOneItemFromCart()","","Thu Jul 17 12:19:50 GMT 2025","passed","Thu Jul 17 12:19:51 GMT 2025","","com.automation.tests.functional.FunctionalCartTests","com.automation.tests.functional.FunctionalCartTests","removeOneItemFromCart"
"","1496","Logout from application","","Thu Jul 17 12:19:35 GMT 2025","passed","Thu Jul 17 12:19:37 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","logoutFromTheWebsite"
