"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1075","addMultipleItemsToCart()","","Thu Jul 17 11:14:38 GMT 2025","passed","Thu Jul 17 11:14:39 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","addMultipleItemsToCart"
"","1259","checkoutFormValidation()","","Thu Jul 17 11:14:45 GMT 2025","passed","Thu Jul 17 11:14:46 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","checkoutFormValidation"
"","1431","cancelFromOverviewPage()","","Thu Jul 17 11:15:02 GMT 2025","passed","Thu Jul 17 11:15:03 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","cancelFromOverviewPage"
"","1048","backFromPDPtoPLP()","","Thu Jul 17 11:14:41 GMT 2025","passed","Thu Jul 17 11:14:42 GMT 2025","","com.automation.tests.functional.FunctionalNavigationTests","com.automation.tests.functional.FunctionalNavigationTests","backFromPDPtoPLP"
"","884","Unsuccessful login with non-existent user","","Thu Jul 17 11:14:50 GMT 2025","passed","Thu Jul 17 11:14:51 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithNonExistentUser"
"","884","loginWithSpacesInUsernameBeforeAndAfter()","","Thu Jul 17 11:15:03 GMT 2025","passed","Thu Jul 17 11:15:04 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","loginWithSpacesInUsernameBeforeAndAfter"
"","751","Unsuccessful login with empty fields","","Thu Jul 17 11:14:51 GMT 2025","passed","Thu Jul 17 11:14:51 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithEmptyFields"
"","5925","Successful login as performance glitch user","","Thu Jul 17 11:14:51 GMT 2025","passed","Thu Jul 17 11:14:57 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","successfulLoginAsPerformanceGlitchUser"
"","1365","proceedToCheckoutStep2()","","Thu Jul 17 11:14:59 GMT 2025","passed","Thu Jul 17 11:15:01 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","proceedToCheckoutStep2"
"","1128","Remove item from cart","","Thu Jul 17 11:14:58 GMT 2025","passed","Thu Jul 17 11:14:59 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","removeItemFromCart"
