"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","905","Add item to cart and check badge","","Mon Aug 04 08:01:55 GMT 2025","passed","Mon Aug 04 08:01:55 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","addItemToCartAndCheckBadge"
"","640","Unsuccessful login with empty fields","","Mon Aug 04 08:02:15 GMT 2025","passed","Mon Aug 04 08:02:15 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithEmptyFields"
"","993","addMultipleItemsToCart()","","Mon Aug 04 08:02:03 GMT 2025","passed","Mon Aug 04 08:02:04 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","addMultipleItemsToCart"
"","878","backFromPDPtoPLPbyUsingBrowserBackBtn()","","Mon Aug 04 08:02:05 GMT 2025","passed","Mon Aug 04 08:02:06 GMT 2025","","com.automation.tests.functional.FunctionalNavigationTests","com.automation.tests.functional.FunctionalNavigationTests","backFromPDPtoPLPbyUsingBrowserBackBtn"
"","13529","Successful login with valid credentials","","Mon Aug 04 08:01:40 GMT 2025","passed","Mon Aug 04 08:01:54 GMT 2025","","com.automation.tests.smoke.SmokeLoginTests","com.automation.tests.smoke.SmokeLoginTests","successfulLoginTest"
"Verify that you can remove items from the Cart via Inventory page","1121","removeFromCartViaInventoryPage()","","Mon Aug 04 08:02:00 GMT 2025","passed","Mon Aug 04 08:02:01 GMT 2025","","com.automation.tests.OtherTests","com.automation.tests.OtherTests","removeFromCartViaInventoryPage"
"","981","productDetailsView()","","Mon Aug 04 08:02:02 GMT 2025","passed","Mon Aug 04 08:02:03 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","productDetailsView"
"","951","sortProductsByPriceAscending()","","Mon Aug 04 08:02:04 GMT 2025","passed","Mon Aug 04 08:02:05 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByPriceAscending"
"","934","backFromPDPtoPLP()","","Mon Aug 04 08:02:06 GMT 2025","passed","Mon Aug 04 08:02:07 GMT 2025","","com.automation.tests.functional.FunctionalNavigationTests","com.automation.tests.functional.FunctionalNavigationTests","backFromPDPtoPLP"
"Verify that removing one item updates the cart correctly","1106","removeOneItemFromCart()","","Mon Aug 04 08:02:13 GMT 2025","passed","Mon Aug 04 08:02:14 GMT 2025","","com.automation.tests.functional.FunctionalCartTests","com.automation.tests.functional.FunctionalCartTests","removeOneItemFromCart"
