"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","798","enteringSQLinjectionInUsername()","","Fri Aug 01 11:18:36 GMT 2025","passed","Fri Aug 01 11:18:37 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","enteringSQLinjectionInUsername"
"","2425","totalPriceWithTaxIsCalculatedCorrectly()","","Fri Aug 01 11:18:14 GMT 2025","passed","Fri Aug 01 11:18:17 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","totalPriceWithTaxIsCalculatedCorrectly"
"","965","productDetailsView()","","Fri Aug 01 11:18:09 GMT 2025","passed","Fri Aug 01 11:18:10 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","productDetailsView"
"","909","backFromPDPtoPLP()","","Fri Aug 01 11:18:13 GMT 2025","passed","Fri Aug 01 11:18:14 GMT 2025","","com.automation.tests.functional.FunctionalNavigationTests","com.automation.tests.functional.FunctionalNavigationTests","backFromPDPtoPLP"
"","954","sortProductsByNameDescending()","","Fri Aug 01 11:18:09 GMT 2025","passed","Fri Aug 01 11:18:09 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByNameDescending"
"","1472","Logout from application","","Fri Aug 01 11:18:03 GMT 2025","passed","Fri Aug 01 11:18:04 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","logoutFromTheWebsite"
"","859","Navigate to the cart page","","Fri Aug 01 11:18:29 GMT 2025","passed","Fri Aug 01 11:18:29 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","navigateToCartPage"
"","923","sortProductsByPriceAscending()","","Fri Aug 01 11:18:11 GMT 2025","passed","Fri Aug 01 11:18:12 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByPriceAscending"
"","975","proceedToCheckout()","","Fri Aug 01 11:18:32 GMT 2025","passed","Fri Aug 01 11:18:33 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","proceedToCheckout"
"Verify that the added item's amount to the cart is not lost after logout and re-login actions","1903","cartPersistAfterLogOut()","","Fri Aug 01 11:18:06 GMT 2025","passed","Fri Aug 01 11:18:07 GMT 2025","","com.automation.tests.OtherTests","com.automation.tests.OtherTests","cartPersistAfterLogOut"
"","1281","cancelFromOverviewPage()","","Fri Aug 01 11:18:33 GMT 2025","passed","Fri Aug 01 11:18:34 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","cancelFromOverviewPage"
"","1312","fullPurchaseFlow()","","Fri Aug 01 11:18:18 GMT 2025","passed","Fri Aug 01 11:18:19 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","fullPurchaseFlow"
"","669","Unsuccessful login with empty fields","","Fri Aug 01 11:18:22 GMT 2025","passed","Fri Aug 01 11:18:23 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithEmptyFields"
"","1232","proceedToCheckoutStep2()","","Fri Aug 01 11:18:30 GMT 2025","passed","Fri Aug 01 11:18:32 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","proceedToCheckoutStep2"
"","836","loginWithSpacesInUsernameBeforeAndAfter()","","Fri Aug 01 11:18:34 GMT 2025","passed","Fri Aug 01 11:18:35 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","loginWithSpacesInUsernameBeforeAndAfter"
"","873","logoAndHeaderVisibility()","","Fri Aug 01 11:18:38 GMT 2025","passed","Fri Aug 01 11:18:38 GMT 2025","","com.automation.tests.uiUX.UiUxTests","com.automation.tests.uiUX.UiUxTests","logoAndHeaderVisibility"
"","1103","Check presence of product list after login","","Fri Aug 01 11:18:04 GMT 2025","passed","Fri Aug 01 11:18:05 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","checkProductListPresenceAfterLogin"
"","1115","checkoutFormValidation()","","Fri Aug 01 11:18:17 GMT 2025","passed","Fri Aug 01 11:18:18 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","checkoutFormValidation"
"","1113","buttonStateChangeOnInteraction()","","Fri Aug 01 11:18:38 GMT 2025","passed","Fri Aug 01 11:18:39 GMT 2025","","com.automation.tests.uiUX.UiUxTests","com.automation.tests.uiUX.UiUxTests","buttonStateChangeOnInteraction"
"","984","Remove item from cart","","Fri Aug 01 11:18:29 GMT 2025","passed","Fri Aug 01 11:18:30 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","removeItemFromCart"
"Verify that removing one item updates the cart correctly","1086","removeOneItemFromCart()","","Fri Aug 01 11:18:20 GMT 2025","passed","Fri Aug 01 11:18:21 GMT 2025","","com.automation.tests.functional.FunctionalCartTests","com.automation.tests.functional.FunctionalCartTests","removeOneItemFromCart"
"","972","addMultipleItemsToCart()","","Fri Aug 01 11:18:10 GMT 2025","passed","Fri Aug 01 11:18:11 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","addMultipleItemsToCart"
"","899","Add item to cart and check badge","","Fri Aug 01 11:18:02 GMT 2025","passed","Fri Aug 01 11:18:03 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","addItemToCartAndCheckBadge"
