"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1175","longValueInUsernameField()","","Thu Jul 17 11:53:41 GMT 2025","passed","Thu Jul 17 11:53:43 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","longValueInUsernameField"
"","839","Unsuccessful login with non-existent user","","Thu Jul 17 11:53:28 GMT 2025","passed","Thu Jul 17 11:53:28 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithNonExistentUser"
"","1013","sortProductsByNameDescending()","","Thu Jul 17 11:53:14 GMT 2025","passed","Thu Jul 17 11:53:15 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByNameDescending"
"","8115","Successful login with valid credentials","","Thu Jul 17 11:53:01 GMT 2025","passed","Thu Jul 17 11:53:09 GMT 2025","","com.automation.tests.smoke.SmokeLoginTests","com.automation.tests.smoke.SmokeLoginTests","successfulLoginTest"
"","831","enteringSQLinjectionInUsername()","","Thu Jul 17 11:53:43 GMT 2025","passed","Thu Jul 17 11:53:43 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","enteringSQLinjectionInUsername"
"","5873","Successful login as performance glitch user","","Thu Jul 17 11:53:29 GMT 2025","passed","Thu Jul 17 11:53:35 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","successfulLoginAsPerformanceGlitchUser"
"","1379","fullPurchaseFlow()","","Thu Jul 17 11:53:24 GMT 2025","passed","Thu Jul 17 11:53:25 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","fullPurchaseFlow"
"","1018","backFromPDPtoPLP()","","Thu Jul 17 11:53:19 GMT 2025","passed","Thu Jul 17 11:53:20 GMT 2025","","com.automation.tests.functional.FunctionalNavigationTests","com.automation.tests.functional.FunctionalNavigationTests","backFromPDPtoPLP"
"","1026","Remove item from cart","","Thu Jul 17 11:53:36 GMT 2025","passed","Thu Jul 17 11:53:37 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","removeItemFromCart"
"","1178","cartStatePersistsAcrossNavigation()","","Thu Jul 17 11:53:25 GMT 2025","passed","Thu Jul 17 11:53:26 GMT 2025","","com.automation.tests.functional.FunctionalCartTests","com.automation.tests.functional.FunctionalCartTests","cartStatePersistsAcrossNavigation"
