"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","883","Add item to cart and check badge","","Fri Jul 11 13:35:33 GMT 2025","passed","Fri Jul 11 13:35:34 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","addItemToCartAndCheckBadge"
"","919","sortProductsByPriceAscending()","","Fri Jul 11 13:35:28 GMT 2025","passed","Fri Jul 11 13:35:29 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByPriceAscending"
"","800","enteringSQLinjectionInUsername()","","Fri Jul 11 13:35:38 GMT 2025","passed","Fri Jul 11 13:35:39 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","enteringSQLinjectionInUsername"
"","793","Unsuccessful login with locked user","","Fri Jul 11 13:35:32 GMT 2025","passed","Fri Jul 11 13:35:33 GMT 2025","","com.automation.tests.smoke.SmokeLoginTests","com.automation.tests.smoke.SmokeLoginTests","unsuccessfulLoginWithLockedUser"
"","702","Unsuccessful login with empty fields","","Fri Jul 11 13:35:06 GMT 2025","passed","Fri Jul 11 13:35:07 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithEmptyFields"
"","1226","buttonStateChangeOnInteraction()","","Fri Jul 11 13:35:04 GMT 2025","passed","Fri Jul 11 13:35:05 GMT 2025","","com.automation.tests.uiUX.UiUxTests","com.automation.tests.uiUX.UiUxTests","buttonStateChangeOnInteraction"
"","1321","fullPurchaseFlow()","","Fri Jul 11 13:35:24 GMT 2025","passed","Fri Jul 11 13:35:26 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","fullPurchaseFlow"
"","17146","browserWindowResizing()","","Fri Jul 11 13:34:46 GMT 2025","passed","Fri Jul 11 13:35:03 GMT 2025","","com.automation.tests.uiUX.UiUxTests","com.automation.tests.uiUX.UiUxTests","browserWindowResizing"
"","866","Unsuccessful login with non-existent user","","Fri Jul 11 13:35:05 GMT 2025","passed","Fri Jul 11 13:35:06 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithNonExistentUser"
"","1119","cartStatePersistsAcrossNavigation()","","Fri Jul 11 13:35:19 GMT 2025","passed","Fri Jul 11 13:35:20 GMT 2025","","com.automation.tests.functional.FunctionalCartTests","com.automation.tests.functional.FunctionalCartTests","cartStatePersistsAcrossNavigation"
"","935","backFromPDPtoPLP()","","Fri Jul 11 13:35:30 GMT 2025","passed","Fri Jul 11 13:35:31 GMT 2025","","com.automation.tests.functional.FunctionalNavigationTests","com.automation.tests.functional.FunctionalNavigationTests","backFromPDPtoPLP"
"","795","loginWithSpacesInUsernameBeforeAndAfter()","","Fri Jul 11 13:35:36 GMT 2025","passed","Fri Jul 11 13:35:37 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","loginWithSpacesInUsernameBeforeAndAfter"
"","1420","proceedToCheckoutStep2()","","Fri Jul 11 13:35:13 GMT 2025","passed","Fri Jul 11 13:35:14 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","proceedToCheckoutStep2"
"","808","Successful login with valid credentials","","Fri Jul 11 13:35:31 GMT 2025","passed","Fri Jul 11 13:35:32 GMT 2025","","com.automation.tests.smoke.SmokeLoginTests","com.automation.tests.smoke.SmokeLoginTests","successfulLoginTest"
"","940","productDetailsView()","","Fri Jul 11 13:35:26 GMT 2025","passed","Fri Jul 11 13:35:27 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","productDetailsView"
"","5885","Successful login as performance glitch user","","Fri Jul 11 13:35:07 GMT 2025","passed","Fri Jul 11 13:35:13 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","successfulLoginAsPerformanceGlitchUser"
"","1130","longValueInUsernameField()","","Fri Jul 11 13:35:37 GMT 2025","passed","Fri Jul 11 13:35:38 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","longValueInUsernameField"
"","1065","Remove item from cart","","Fri Jul 11 13:35:18 GMT 2025","passed","Fri Jul 11 13:35:19 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","removeItemFromCart"
"","2239","totalPriceWithTaxIsCalculatedCorrectly()","","Fri Jul 11 13:35:21 GMT 2025","passed","Fri Jul 11 13:35:23 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","totalPriceWithTaxIsCalculatedCorrectly"
"","985","sortProductsByNameDescending()","","Fri Jul 11 13:35:26 GMT 2025","passed","Fri Jul 11 13:35:26 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByNameDescending"
"","1038","logoAndHeaderVisibility()","","Fri Jul 11 13:35:03 GMT 2025","passed","Fri Jul 11 13:35:04 GMT 2025","","com.automation.tests.uiUX.UiUxTests","com.automation.tests.uiUX.UiUxTests","logoAndHeaderVisibility"
"","1415","Logout from application","","Fri Jul 11 13:35:34 GMT 2025","passed","Fri Jul 11 13:35:35 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","logoutFromTheWebsite"
"","1111","proceedToCheckout()","","Fri Jul 11 13:35:14 GMT 2025","passed","Fri Jul 11 13:35:15 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","proceedToCheckout"
