"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","917","browserWindowResizing()","","Thu Jul 17 09:46:04 GMT 2025","passed","Thu Jul 17 09:46:05 GMT 2025","","com.automation.tests.uiUX.UiUxTests","com.automation.tests.uiUX.UiUxTests","browserWindowResizing"
"","694","Unsuccessful login with empty fields","","Thu Jul 17 09:45:49 GMT 2025","passed","Thu Jul 17 09:45:50 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithEmptyFields"
"","957","sortProductsByPriceAscending()","","Thu Jul 17 09:45:38 GMT 2025","passed","Thu Jul 17 09:45:39 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByPriceAscending"
"Verify that removing one item updates the cart correctly","1101","removeOneItemFromCart()","","Thu Jul 17 09:45:47 GMT 2025","passed","Thu Jul 17 09:45:48 GMT 2025","","com.automation.tests.functional.FunctionalCartTests","com.automation.tests.functional.FunctionalCartTests","removeOneItemFromCart"
"","12715","Successful login with valid credentials","","Thu Jul 17 09:45:18 GMT 2025","passed","Thu Jul 17 09:45:31 GMT 2025","","com.automation.tests.smoke.SmokeLoginTests","com.automation.tests.smoke.SmokeLoginTests","successfulLoginTest"
"","2418","totalPriceWithTaxIsCalculatedCorrectly()","","Thu Jul 17 09:45:41 GMT 2025","passed","Thu Jul 17 09:45:43 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","totalPriceWithTaxIsCalculatedCorrectly"
"","891","backFromPDPtoPLPbyUsingBrowserBackBtn()","","Thu Jul 17 09:45:39 GMT 2025","passed","Thu Jul 17 09:45:40 GMT 2025","","com.automation.tests.functional.FunctionalNavigationTests","com.automation.tests.functional.FunctionalNavigationTests","backFromPDPtoPLPbyUsingBrowserBackBtn"
"","959","Unsuccessful login with locked user","","Thu Jul 17 09:45:31 GMT 2025","passed","Thu Jul 17 09:45:32 GMT 2025","","com.automation.tests.smoke.SmokeLoginTests","com.automation.tests.smoke.SmokeLoginTests","unsuccessfulLoginWithLockedUser"
"","1130","longValueInUsernameField()","","Thu Jul 17 09:46:02 GMT 2025","passed","Thu Jul 17 09:46:03 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","longValueInUsernameField"
"","1007","Remove item from cart","","Thu Jul 17 09:45:56 GMT 2025","passed","Thu Jul 17 09:45:57 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","removeItemFromCart"
